Data from North Dakota Agricultural Weather Network https://ndawn.ndsu.nodak.edu
Daily Observation Table for October 28 2022 to November 26 2022
Flag Definition Line: M - Missing; E - Estimated; N/A - Not Available
Station Name,Latitude,Longitude,Elevation,Year,Month,Day,Max Temp,Max Temp Flag,Min Temp,Min Temp Flag,Avg Temp,Avg Temp Flag
Alvarado,48.245942,-97.021532,809,2022,11,22,27.901,,16.844,,22.373,
Alvarado,48.245942,-97.021532,809,2022,11,23,33.996,,15.314,,24.655,
Alvarado,48.245942,-97.021532,809,2022,11,24,32.522,,20.381,,26.452,
Alvarado,48.245942,-97.021532,809,2022,11,25,38.442,,11.750,,25.096,
Alvarado,48.245942,-97.021532,809,2022,11,26,39.684,,25.371,,32.528,
Amidon,46.48844,-103.31629,2882,2022,10,28,62.924,,35.996,,49.460,
Amidon,46.48844,-103.31629,2882,2022,10,29,61.070,,27.525,,44.298,
Amidon,46.48844,-103.31629,2882,2022,10,30,61.466,,27.547,,44.507,
Amidon,46.48844,-103.31629,2882,2022,10,31,64.112,,35.388,,49.750,
Amidon,46.48844,-103.31629,2882,2022,11,01,68.792,,48.218,,58.505,
Amidon,46.48844,-103.31629,2882,2022,11,02,72.230,,35.173,,53.702,
Amidon,46.48844,-103.31629,2882,2022,11,03,35.197,,20.404,,27.801,
Amidon,46.48844,-103.31629,2882,2022,11,04,46.706,,17.686,,32.196,
Amidon,46.48844,-103.31629,2882,2022,11,05,56.030,,31.323,,43.677,
Amidon,46.48844,-103.31629,2882,2022,11,06,36.333,,3.758,,20.046,
Amidon,46.48844,-103.31629,2882,2022,11,07,30.870,,1.940,,16.405,
Amidon,46.48844,-103.31629,2882,2022,11,08,29.428,,14.486,,21.957,
Amidon,46.48844,-103.31629,2882,2022,11,09,19.195,,13.424,,16.310,
Amidon,46.48844,-103.31629,2882,2022,11,10,17.667,,3.092,,10.380,
Amidon,46.48844,-103.31629,2882,2022,11,11,12.380,,-10.606,,0.887,
Amidon,46.48844,-103.31629,2882,2022,11,12,22.150,,-16.006,,3.072,
Amidon,46.48844,-103.31629,2882,2022,11,13,13.712,,8.510,,11.111,
Amidon,46.48844,-103.31629,2882,2022,11,14,24.778,,13.190,,18.984,
Amidon,46.48844,-103.31629,2882,2022,11,15,16.484,,1.868,,9.176,
Amidon,46.48844,-103.31629,2882,2022,11,16,27.198,,11.786,,19.492,
Amidon,46.48844,-103.31629,2882,2022,11,17,19.857,,4.388,,12.123,
Amidon,46.48844,-103.31629,2882,2022,11,18,18.538,,-4.432,,7.053,
Amidon,46.48844,-103.31629,2882,2022,11,19,24.687,,12.542,,18.615,
Amidon,46.48844,-103.31629,2882,2022,11,20,32.421,,19.585,,26.003,
Amidon,46.48844,-103.31629,2882,2022,11,21,32.517,,20.350,,26.434,
Amidon,46.48844,-103.31629,2882,2022,11,22,40.498,,22.525,,31.512,
Amidon,46.48844,-103.31629,2882,2022,11,23,42.132,,28.135,,35.134,
Amidon,46.48844,-103.31629,2882,2022,11,24,39.411,,22.473,,30.942,
Amidon,46.48844,-103.31629,2882,2022,11,25,51.980,,30.353,,41.167,
Amidon,46.48844,-103.31629,2882,2022,11,26,42.015,,21.223,,31.619,
Arnegard,47.93947,-103.45565,2254,2022,10,28,55.652,,37.153,,46.403,
Arnegard,47.93947,-103.45565,2254,2022,10,29,58.910,,38.151,,48.531,
Arnegard,47.93947,-103.45565,2254,2022,10,30,57.056,,35.325,,46.191,
Arnegard,47.93947,-103.45565,2254,2022,10,31,59.918,,40.701,,50.310,
Arnegard,47.93947,-103.45565,2254,2022,11,01,70.376,,45.817,,58.097,
Arnegard,47.93947,-103.45565,2254,2022,11,02,58.514,,33.550,,46.032,
Arnegard,47.93947,-103.45565,2254,2022,11,03,33.507,,21.871,,27.689,
Arnegard,47.93947,-103.45565,2254,2022,11,04,44.809,,21.834,,33.322,
Arnegard,47.93947,-103.45565,2254,2022,11,05,56.300,,32.504,,44.402,
Arnegard,47.93947,-103.45565,2254,2022,11,06,32.526,,9.482,,21.004,
Arnegard,47.93947,-103.45565,2254,2022,11,07,28.274,,7.016,,17.645,
Arnegard,47.93947,-103.45565,2254,2022,11,08,30.814,,15.656,,23.235,
Arnegard,47.93947,-103.45565,2254,2022,11,09,17.024,,10.724,,13.874,
Arnegard,47.93947,-103.45565,2254,2022,11,10,13.370,,1.472,,7.421,
Arnegard,47.93947,-103.45565,2254,2022,11,11,8.420,,-5.116,,1.652,
Arnegard,47.93947,-103.45565,2254,2022,11,12,9.554,,-6.664,,1.445,
Arnegard,47.93947,-103.45565,2254,2022,11,13,12.128,,1.832,,6.980,
Arnegard,47.93947,-103.45565,2254,2022,11,14,18.966,,7.178,,13.072,
Arnegard,47.93947,-103.45565,2254,2022,11,15,11.930,,3.794,,7.862,
Arnegard,47.93947,-103.45565,2254,2022,11,16,28.278,,11.750,,20.014,
Arnegard,47.93947,-103.45565,2254,2022,11,17,16.556,,-1.714,,7.421,
Arnegard,47.93947,-103.45565,2254,2022,11,18,18.525,,-2.632,,7.947,
Arnegard,47.93947,-103.45565,2254,2022,11,19,21.841,,12.560,,17.201,
Arnegard,47.93947,-103.45565,2254,2022,11,20,29.687,,16.196,,22.942,
Arnegard,47.93947,-103.45565,2254,2022,11,21,30.520,,13.352,,21.936,
Arnegard,47.93947,-103.45565,2254,2022,11,22,36.446,,22.458,,29.452,
Arnegard,47.93947,-103.45565,2254,2022,11,23,36.432,,29.323,,32.878,
Arnegard,47.93947,-103.45565,2254,2022,11,24,38.266,,23.223,,30.745,
Arnegard,47.93947,-103.45565,2254,2022,11,25,44.431,,33.604,,39.018,
Arnegard,47.93947,-103.45565,2254,2022,11,26,40.928,,27.073,,34.001,
Ayr,47.04639,-97.49481,1215,2022,10,28,63.734,,35.020,,49.377,
Ayr,47.04639,-97.49481,1215,2022,10,29,63.158,,31.419,,47.289,
Ayr,47.04639,-97.49481,1215,2022,10,30,62.150,,28.467,,45.309,
Ayr,47.04639,-97.49481,1215,2022,10,31,68.126,,31.735,,49.931,
Ayr,47.04639,-97.49481,1215,2022,11,01,70.970,,30.198,,50.584,
Ayr,47.04639,-97.49481,1215,2022,11,02,70.106,,43.146,,56.626,
Ayr,47.04639,-97.49481,1215,2022,11,03,49.226,,30.412,,39.819,
Ayr,47.04639,-97.49481,1215,2022,11,04,43.419,,20.142,,31.781,
Ayr,47.04639,-97.49481,1215,2022,11,05,45.763,,16.628,,31.196,
Ayr,47.04639,-97.49481,1215,2022,11,06,43.525,,21.630,,32.578,
Ayr,47.04639,-97.49481,1215,2022,11,07,33.093,,13.568,,23.331,
Ayr,47.04639,-97.49481,1215,2022,11,08,40.761,,33.049,,36.905,
Ayr,47.04639,-97.49481,1215,2022,11,09,39.844,,24.834,,32.339,
Ayr,47.04639,-97.49481,1215,2022,11,10,24.964,,18.171,,21.568,
Ayr,47.04639,-97.49481,1215,2022,11,11,20.035,,15.044,,17.540,
Ayr,47.04639,-97.49481,1215,2022,11,12,17.204,,13.730,,15.467,
Ayr,47.04639,-97.49481,1215,2022,11,13,20.523,,13.496,,17.010,
Ayr,47.04639,-97.49481,1215,2022,11,14,23.407,,19.566,,21.487,
Ayr,47.04639,-97.49481,1215,2022,11,15,23.166,,18.421,,20.794,
Ayr,47.04639,-97.49481,1215,2022,11,16,25.327,,4.874,,15.101,
Ayr,47.04639,-97.49481,1215,2022,11,17,25.444,,10.490,,17.967,
Ayr,47.04639,-97.49481,1215,2022,11,18,18.788,,1.184,,9.986,
Ayr,47.04639,-97.49481,1215,2022,11,19,18.954,,2.102,,10.528,
Ayr,47.04639,-97.49481,1215,2022,11,20,24.784,,6.476,,15.630,
Ayr,47.04639,-97.49481,1215,2022,11,21,26.568,,17.456,,22.012,
Ayr,47.04639,-97.49481,1215,2022,11,22,31.053,,16.376,,23.715,
Ayr,47.04639,-97.49481,1215,2022,11,23,36.721,,20.095,,28.408,
Ayr,47.04639,-97.49481,1215,2022,11,24,32.770,,21.225,,26.998,
Ayr,47.04639,-97.49481,1215,2022,11,25,37.729,,21.963,,29.846,
Ayr,47.04639,-97.49481,1215,2022,11,26,40.518,,26.973,,33.746,
Baker,48.167128,-99.64839,1703,2022,10,28,61.700,,32.587,,47.144,
Baker,48.167128,-99.64839,1703,2022,10,29,58.406,,35.370,,46.888,
Baker,48.167128,-99.64839,1703,2022,10,30,62.006,,29.813,,45.910,
Baker,48.167128,-99.64839,1703,2022,10,31,58.478,,36.253,,47.366,
Baker,48.167128,-99.64839,1703,2022,11,01,72.608,,33.431,,53.020,
Baker,48.167128,-99.64839,1703,2022,11,02,71.384,,38.152,,54.768,
Baker,48.167128,-99.64839,1703,2022,11,03,38.919,,19.836,,29.378,
Baker,48.167128,-99.64839,1703,2022,11,04,44.139,,12.884,,28.512,
Baker,48.167128,-99.64839,1703,2022,11,05,45.693,,20.030,,32.862,
Baker,48.167128,-99.64839,1703,2022,11,06,38.514,,15.728,,27.121,
Baker,48.167128,-99.64839,1703,2022,11,07,28.085,,7.088,,17.587,
Baker,48.167128,-99.64839,1703,2022,11,08,39.288,,24.852,,32.070,
Baker,48.167128,-99.64839,1703,2022,11,09,29.192,,15.890,,22.541,
Baker,48.167128,-99.64839,1703,2022,11,10,17.769,,14.234,,16.002,
Baker,48.167128,-99.64839,1703,2022,11,11,17.114,,2.858,,9.986,
Baker,48.167128,-99.64839,1703,2022,11,12,14.774,,-1.372,,6.701,
Baker,48.167128,-99.64839,1703,2022,11,13,13.442,,4.172,,8.807,
Baker,48.167128,-99.64839,1703,2022,11,14,18.840,,12.542,,15.691,
Baker,48.167128,-99.64839,1703,2022,11,15,16.592,,4.442,,10.517,
Baker,48.167128,-99.64839,1703,2022,11,16,25.754,,-1.768,,11.993,
Baker,48.167128,-99.64839,1703,2022,11,17,18.451,,2.354,,10.403,
Baker,48.167128,-99.64839,1703,2022,11,18,17.640,,-2.362,,7.639,
Baker,48.167128,-99.64839,1703,2022,11,19,19.204,,1.562,,10.383,
Baker,48.167128,-99.64839,1703,2022,11,20,26.233,,7.610,,16.922,
Baker,48.167128,-99.64839,1703,2022,11,21,24.188,,7.844,,16.016,
Baker,48.167128,-99.64839,1703,2022,11,22,30.537,,16.124,,23.331,
Baker,48.167128,-99.64839,1703,2022,11,23,33.994,,19.758,,26.876,
Baker,48.167128,-99.64839,1703,2022,11,24,31.627,,18.712,,25.170,
Baker,48.167128,-99.64839,1703,2022,11,25,39.119,,22.118,,30.619,
Baker,48.167128,-99.64839,1703,2022,11,26,37.497,,22.084,,29.791,
Beach,46.78941,-103.96629,2901,2022,10,28,61.016,,34.743,,47.880,
Beach,46.78941,-103.96629,2901,2022,10,29,57.470,,38.800,,48.135,
Beach,46.78941,-103.96629,2901,2022,10,30,59.648,,25.596,,42.622,
Beach,46.78941,-103.96629,2901,2022,10,31,62.420,,36.487,,49.454,
Beach,46.78941,-103.96629,2901,2022,11,01,67.370,,40.521,,53.946,
Beach,46.78941,-103.96629,2901,2022,11,02,68.954,,32.747,,50.851,
Beach,46.78941,-103.96629,2901,2022,11,03,32.702,,16.016,,24.359,
Beach,46.78941,-103.96629,2901,2022,11,04,46.094,,14.360,,30.227,
Beach,46.78941,-103.96629,2901,2022,11,05,57.434,,26.609,,42.022,
Beach,46.78941,-103.96629,2901,2022,11,06,32.529,,6.962,,19.746,
Beach,46.78941,-103.96629,2901,2022,11,07,28.170,,4.046,,16.108,
Beach,46.78941,-103.96629,2901,2022,11,08,27.178,,14.180,,20.679,
Beach,46.78941,-103.96629,2901,2022,11,09,15.944,,12.218,,14.081,
Beach,46.78941,-103.96629,2901,2022,11,10,15.062,,1.976,,8.519,
Beach,46.78941,-103.96629,2901,2022,11,11,11.030,,-12.118,,-0.544,
Beach,46.78941,-103.96629,2901,2022,11,12,17.600,,-8.662,,4.469,
Beach,46.78941,-103.96629,2901,2022,11,13,16.934,,3.776,,10.355,
Beach,46.78941,-103.96629,2901,2022,11,14,25.090,,16.898,,20.994,
Beach,46.78941,-103.96629,2901,2022,11,15,17.881,,0.824,,9.353,
Beach,46.78941,-103.96629,2901,2022,11,16,27.356,,15.836,,21.596,
Beach,46.78941,-103.96629,2901,2022,11,17,17.546,,3.056,,10.301,
Beach,46.78941,-103.96629,2901,2022,11,18,18.318,,-1.714,,8.302,
Beach,46.78941,-103.96629,2901,2022,11,19,25.180,,11.318,,18.249,
Beach,46.78941,-103.96629,2901,2022,11,20,32.583,,21.488,,27.036,
Beach,46.78941,-103.96629,2901,2022,11,21,34.365,,21.070,,27.718,
Beach,46.78941,-103.96629,2901,2022,11,22,40.028,,25.813,,32.921,
Beach,46.78941,-103.96629,2901,2022,11,23,40.356,,21.236,,30.796,
Beach,46.78941,-103.96629,2901,2022,11,24,39.045,,25.894,,32.470,
Beach,46.78941,-103.96629,2901,2022,11,25,49.586,,34.597,,42.092,
Beach,46.78941,-103.96629,2901,2022,11,26,44.865,,22.968,,33.917,
Becker,45.34399,-93.85014,942,2022,10,28,62.510,,44.533,,53.522,
Becker,45.34399,-93.85014,942,2022,10,29,67.496,,43.212,,55.354,
Becker,45.34399,-93.85014,942,2022,10,30,64.148,,33.602,,48.875,
Becker,45.34399,-93.85014,942,2022,10,31,64.976,,26.780,,45.878,
Becker,45.34399,-93.85014,942,2022,11,01,69.332,,32.036,,50.684,
Becker,45.34399,-93.85014,942,2022,11,02,75.254,,44.692,,59.973,
Becker,45.34399,-93.85014,942,2022,11,03,64.058,,40.503,,52.281,
Becker,45.34399,-93.85014,942,2022,11,04,43.691,,29.079,,36.385,
Becker,45.34399,-93.85014,942,2022,11,05,43.912,,24.971,,34.442,
Becker,45.34399,-93.85014,942,2022,11,06,47.624,,31.300,,39.462,
Becker,45.34399,-93.85014,942,2022,11,07,33.816,,23.088,,28.452,
Becker,45.34399,-93.85014,942,2022,11,08,46.472,,28.753,,37.613,
Becker,45.34399,-93.85014,942,2022,11,09,63.824,,44.206,,54.015,
Becker,45.34399,-93.85014,942,2022,11,10,47.534,,24.148,,35.841,
Becker,45.34399,-93.85014,942,2022,11,11,30.443,,24.067,,27.255,
Becker,45.34399,-93.85014,942,2022,11,12,26.906,,25.054,,25.980,
Becker,45.34399,-93.85014,942,2022,11,13,26.054,E,21.749,E,23.902,E
Becker,45.34399,-93.85014,942,2022,11,14,26.973,,22.505,,24.739,
Becker,45.34399,-93.85014,942,2022,11,15,31.687,,26.119,E,28.903,E
Becker,45.34399,-93.85014,942,2022,11,16,28.303,,16.175,E,22.239,E
Becker,45.34399,-93.85014,942,2022,11,17,26.908,,19.546,,23.227,
Becker,45.34399,-93.85014,942,2022,11,18,22.051,,14.630,,18.341,
Becker,45.34399,-93.85014,942,2022,11,19,20.971,,7.484,,14.228,
Becker,45.34399,-93.85014,942,2022,11,20,29.793,,9.608,,19.701,
Becker,45.34399,-93.85014,942,2022,11,21,27.084,,20.458,,23.771,
Becker,45.34399,-93.85014,942,2022,11,22,36.621,,18.979,,27.800,
Becker,45.34399,-93.85014,942,2022,11,23,46.330,,16.106,,31.218,
Becker,45.34399,-93.85014,942,2022,11,24,40.980,,27.853,,34.417,
Becker,45.34399,-93.85014,942,2022,11,25,47.408,,25.551,,36.480,
Becker,45.34399,-93.85014,942,2022,11,26,49.946,,34.426,,42.186,
Berthold,48.37954,-101.82199,2132,2022,10,28,59.252,,32.423,,45.838,
Berthold,48.37954,-101.82199,2132,2022,10,29,59.144,,31.741,,45.443,
Berthold,48.37954,-101.82199,2132,2022,10,30,59.756,,30.105,,44.931,
Berthold,48.37954,-101.82199,2132,2022,10,31,60.098,,37.850,,48.974,
Berthold,48.37954,-101.82199,2132,2022,11,01,69.386,,39.909,,54.648,
Berthold,48.37954,-101.82199,2132,2022,11,02,63.464,,36.325,,49.895,
Berthold,48.37954,-101.82199,2132,2022,11,03,40.086,,15.494,,27.790,
Berthold,48.37954,-101.82199,2132,2022,11,04,45.469,,15.332,,30.401,
Berthold,48.37954,-101.82199,2132,2022,11,05,45.027,,28.180,,36.604,
Berthold,48.37954,-101.82199,2132,2022,11,06,32.904,,14.486,,23.695,
Berthold,48.37954,-101.82199,2132,2022,11,07,24.820,,10.616,,17.718,
Berthold,48.37954,-101.82199,2132,2022,11,08,33.618,,16.376,,24.997,
Berthold,48.37954,-101.82199,2132,2022,11,09,20.410,,11.840,,16.125,
Berthold,48.37954,-101.82199,2132,2022,11,10,12.326,,7.268,,9.797,
Berthold,48.37954,-101.82199,2132,2022,11,11,13.460,,-4.522,,4.469,
Berthold,48.37954,-101.82199,2132,2022,11,12,10.868,,-7.240,,1.814,
Berthold,48.37954,-101.82199,2132,2022,11,13,11.534,,-1.642,,4.946,
Berthold,48.37954,-101.82199,2132,2022,11,14,13.640,,3.596,,8.618,
Berthold,48.37954,-101.82199,2132,2022,11,15,13.550,,-5.458,,4.046,
Berthold,48.37954,-101.82199,2132,2022,11,16,27.217,,6.998,,17.108,
Berthold,48.37954,-101.82199,2132,2022,11,17,16.268,,0.356,,8.312,
Berthold,48.37954,-101.82199,2132,2022,11,18,17.904,,-1.912,,7.996,
Berthold,48.37954,-101.82199,2132,2022,11,19,19.863,,9.860,,14.862,
Berthold,48.37954,-101.82199,2132,2022,11,20,28.566,,13.352,,20.959,
Berthold,48.37954,-101.82199,2132,2022,11,21,25.140,,10.940,,18.040,
Berthold,48.37954,-101.82199,2132,2022,11,22,36.622,,18.595,,27.609,
Berthold,48.37954,-101.82199,2132,2022,11,23,41.684,,23.319,,32.502,
Berthold,48.37954,-101.82199,2132,2022,11,24,37.470,,23.085,,30.278,
Berthold,48.37954,-101.82199,2132,2022,11,25,44.938,,30.135,,37.537,
Berthold,48.37954,-101.82199,2132,2022,11,26,39.047,,21.196,,30.122,
Bottineau,48.82076,-100.75944,1479,2022,10,28,57.506,,29.449,,43.478,
Bottineau,48.82076,-100.75944,1479,2022,10,29,59.558,,24.517,,42.038,
Bottineau,48.82076,-100.75944,1479,2022,10,30,63.068,,18.460,,40.764,
Bottineau,48.82076,-100.75944,1479,2022,10,31,59.594,,31.482,,45.538,
Bottineau,48.82076,-100.75944,1479,2022,11,01,66.326,,34.333,,50.330,
